Word	Match	Lexicality	Old20	Old20_Diff	Ned1	Ned1_Diff	Overlap_Ratio	Maxdeviation	Summed_Deviation	Maxdeviation_Transition
włączyć	zgęczyć	N	2.1	0.6	1	-7	2/3	483	584	_zg[ę]czyć_
włączyć	gżąchyć	N	3.0	1.5	0	-8	2/3	-441	999	_gżą[ch]yć_
włączyć	gżąskyć	N	3.5	2.0	0	-8	2/3	-500	1096	_gżą[sky]ć_
włączyć	gżądzyć	N	2.95	1.45	0	-8	2/3	-472	859	_gżą[dzy]ć_
włączyć	gżąszyć	N	2.9	1.4	0	-8	2/3	-428	821	_gżą[sz]yć_
włączyć	fląchyć	N	2.95	1.45	0	-8	2/3	-441	898	_flą[ch]yć_
włączyć	fląskyć	N	2.95	1.45	0	-8	2/3	-500	995	_flą[sky]ć_
włączyć	fląszyć	N	2.9	1.4	0	-8	2/3	-428	720	_flą[sz]yć_
włączyć	flądzyć	N	2.95	1.45	0	-8	2/3	-472	758	_flą[dzy]ć_
włączyć	lżąchyć	N	2.9	1.4	0	-8	2/3	-441	971	_lżą[ch]yć_
włączyć	lżąskyć	N	3.8	2.3	0	-8	2/3	-500	1068	_lżą[sky]ć_
włączyć	lżąszyć	N	3.0	1.5	0	-8	2/3	-428	793	_lżą[sz]yć_
włączyć	lżądzyć	N	2.95	1.45	0	-8	2/3	-472	831	_lżą[dzy]ć_
włączyć	rżąchyć	N	2.9	1.4	0	-8	2/3	-441	971	_rżą[ch]yć_
włączyć	rżąskyć	N	3.55	2.05	0	-8	2/3	-500	1068	_rżą[sky]ć_
włączyć	rżąszyć	N	2.9	1.4	0	-8	2/3	-428	793	_rżą[sz]yć_
włączyć	rżądzyć	N	2.9	1.4	0	-8	2/3	-472	831	_rżą[dzy]ć_
włączyć	dmąchyć	N	2.8	1.3	0	-8	2/3	-441	968	_dmą[ch]yć_
włączyć	dmąskyć	N	3.35	1.85	0	-8	2/3	-500	1065	_dmą[sky]ć_
włączyć	dmąszyć	N	2.85	1.35	0	-8	2/3	-428	790	_dmą[sz]yć_
zgodzić	floskić	N	3.0	1.45	0	-7	2/3	-209	358	_flo[sk]ić_
zgodzić	closkić	N	3.0	1.45	0	-7	2/3	-224	581	[_cl]oskić_
zgodzić	lżoskić	N	3.0	1.45	0	-7	2/3	-232	595	[_lż]oskić_
zgodzić	ploskić	N	2.65	1.1	0	-7	2/3	240	560	[_pl]oskić_
zgodzić	wdoskić	N	2.65	1.1	0	-7	2/3	-209	495	_wdo[sk]ić_
zgodzić	smoskić	N	2.8	1.25	0	-7	2/3	-209	413	_smo[sk]ić_
zgodzić	gloskić	N	2.7	1.15	0	-7	2/3	-209	395	_glo[sk]ić_
zgodzić	dżoskić	N	2.95	1.4	0	-7	2/3	-209	518	_dżo[sk]ić_
zgodzić	złoskić	N	2.1	0.55	0	-7	2/3	-209	392	_zło[sk]ić_
zgodzić	ćwoskić	N	2.9	1.35	0	-7	2/3	-209	543	_ćwo[sk]ić_
zgodzić	kmoskić	N	2.75	1.2	0	-7	2/3	-220	588	[_km]oskić_
zgodzić	shoskić	N	2.95	1.4	0	-7	2/3	-209	548	_sho[sk]ić_
zgodzić	ptoskić	N	2.95	1.4	0	-7	2/3	-212	579	[_pt]oskić_
zgodzić	zloskić	N	2.85	1.3	0	-7	2/3	-209	433	_zlo[sk]ić_
zgodzić	froskić	N	2.65	1.1	0	-7	2/3	-209	347	_fro[sk]ić_
zgodzić	głoskić	N	1.9	0.35	2	-5	2/3	-209	392	_gło[sk]ić_
zgodzić	ćmoskić	N	2.9	1.35	0	-7	2/3	-229	593	[_ćm]oskić_
zgodzić	mnoskić	N	2.65	1.1	0	-7	2/3	-209	527	_mno[sk]ić_
zgodzić	bzoskić	N	2.85	1.3	0	-7	2/3	-216	579	[_bz]oskić_
zgodzić	gmoskić	N	2.85	1.3	0	-7	2/3	-217	585	[_gm]oskić_
radzić	saskić	N	1.85	0.45	3	-7	2/3	-209	572	_sa[sk]ić_
radzić	baszić	N	2.0	0.6	0	-10	2/3	-392	1124	_ba[szi]ć_
radzić	barzić	N	1.95	0.55	1	-9	2/3	-388	1282	_ba[rzi]ć_
radzić	badnić	N	2.0	0.6	0	-10	2/3	-413	1175	_ba[dn]ić_
radzić	bastić	N	2.0	0.6	0	-10	2/3	-415	1290	_ba[st]ić_
radzić	bachić	N	2.25	0.85	0	-10	2/3	-379	1124	_ba[chi]ć_
radzić	baknić	N	2.0	0.6	0	-10	2/3	-458	1257	_ba[kn]ić_
radzić	baczić	N	1.95	0.55	1	-9	2/3	-393	1107	_ba[czi]ć_
radzić	baskić	N	1.85	0.45	3	-7	2/3	357	816	[_b]askić_
radzić	batkić	N	2.0	0.6	0	-10	2/3	-395	1152	_ba[tk]ić_
radzić	batnić	N	2.0	0.6	0	-10	2/3	-482	1243	_ba[tn]ić_
radzić	satnić	N	2.0	0.6	0	-10	2/3	-482	999	_sa[tn]ić_
radzić	saszić	N	1.95	0.55	1	-9	2/3	-392	880	_sa[szi]ć_
radzić	sarzić	N	1.95	0.55	1	-9	2/3	-388	1038	_sa[rzi]ć_
radzić	sadnić	N	1.95	0.55	1	-9	2/3	-413	931	_sa[dn]ić_
radzić	sachić	N	2.5	1.1	0	-10	2/3	-379	880	_sa[chi]ć_
radzić	saknić	N	2.0	0.6	0	-10	2/3	-458	1013	_sa[kn]ić_
radzić	saczić	N	1.95	0.55	1	-9	2/3	-393	863	_sa[czi]ć_
radzić	satkić	N	2.0	0.6	0	-10	2/3	-395	908	_sa[tk]ić_
radzić	sastić	N	2.0	0.6	0	-10	2/3	-415	1046	_sa[st]ić_
zwrócić	zżółpić	N	2.9	1.2	0	-4	2/3	-109	158	_zżół[p]ić_
zwrócić	trójpić	N	2.75	1.05	0	-4	2/3	-109	196	_trój[p]ić_
zwrócić	włóżpić	N	2.95	1.25	0	-4	2/3	-109	158	_włóż[p]ić_
zwrócić	skłópić	N	2.25	0.55	1	-3	2/3	-109	150	_skłó[p]ić_
zwrócić	złóżpić	N	2.9	1.2	0	-4	2/3	-109	158	_złóż[p]ić_
zwrócić	dwórpić	N	2.95	1.25	0	-4	2/3	-109	148	_dwór[p]ić_
zwrócić	sprópić	N	2.7	1.0	0	-4	2/3	-109	152	_spró[p]ić_
zwrócić	wplópić	N	2.9	1.2	0	-4	2/3	-109	158	_wpló[p]ić_
zwrócić	trzópić	N	2.45	0.75	0	-4	2/3	-109	146	_trzó[p]ić_
zwrócić	wzgópić	N	3.0	1.3	0	-4	2/3	-109	146	_wzgó[p]ić_
zwrócić	zdrópić	N	2.8	1.1	0	-4	2/3	-109	154	_zdró[p]ić_
zwrócić	zmrópić	N	2.85	1.15	0	-4	2/3	-109	158	_zmró[p]ić_
zwrócić	czółpić	N	2.85	1.15	0	-4	2/3	-109	154	_czół[p]ić_
zwrócić	zbójpić	N	2.95	1.25	0	-4	2/3	-109	152	_zbój[p]ić_
zwrócić	wtórpić	N	2.8	1.1	0	-4	2/3	-109	154	_wtór[p]ić_
zwrócić	półmpić	N	3.0	1.3	0	-4	2/3	-109	158	_półm[p]ić_
zwrócić	spólpić	N	2.85	1.15	0	-4	2/3	-109	146	_spól[p]ić_
zwrócić	wzmópić	N	2.85	1.15	0	-4	2/3	-109	156	_wzmó[p]ić_
zwrócić	wskópić	N	2.6	0.9	0	-4	2/3	-109	150	_wskó[p]ić_
zwrócić	wznópić	N	2.9	1.2	0	-4	2/3	-109	156	_wznó[p]ić_
wskazać	wzrażać	N	1.8	0.1	4	0	2/3	-43	77	_wzra[ża]ć_
wskazać	zgnażać	N	2.45	0.75	0	-4	2/3	53	118	[_zgn]ażać_
wskazać	mszażać	N	2.85	1.15	0	-4	2/3	-43	86	_msza[ża]ć_
wskazać	wzmażać	N	2.0	0.3	1	-3	2/3	-43	67	_wzma[ża]ć_
wskazać	człażać	N	2.5	0.8	1	-3	2/3	-43	70	_czła[ża]ć_
wskazać	szmażać	N	2.2	0.5	0	-4	2/3	64	140	[_szm]ażać_
wskazać	krtażać	N	2.75	1.05	0	-4	2/3	-43	85	_krta[ża]ć_
wskazać	wkłażać	N	1.95	0.25	1	-3	2/3	-43	89	_wkła[ża]ć_
wskazać	czważać	N	2.2	0.5	1	-3	2/3	-43	56	_czwa[ża]ć_
wskazać	stlażać	N	2.55	0.85	0	-4	2/3	-43	91	_stla[ża]ć_
wskazać	drżażać	N	2.55	0.85	0	-4	2/3	-43	61	_drża[ża]ć_
wskazać	wgrażać	N	1.8	0.1	4	0	2/3	-43	85	_wgra[ża]ć_
wskazać	wkrażać	N	1.75	0.05	5	1	2/3	53	122	[_wkr]ażać_
wskazać	plważać	N	2.1	0.4	1	-3	2/3	-43	78	_plwa[ża]ć_
wskazać	zgważać	N	1.95	0.25	1	-3	2/3	-43	74	_zgwa[ża]ć_
wskazać	sznażać	N	2.6	0.9	0	-4	2/3	-43	79	_szna[ża]ć_
wskazać	wspażać	N	2.0	0.3	0	-4	2/3	52	116	[_wsp]ażać_
wskazać	wprażać	N	1.85	0.15	3	-1	2/3	-43	105	_wpra[ża]ć_
wskazać	mdlażać	N	2.75	1.05	0	-4	2/3	-43	59	_mdla[ża]ć_
wskazać	zbłażać	N	2.0	0.3	0	-4	2/3	-43	70	_zbła[ża]ć_
nazwać	tagdać	N	2.0	0.35	0	-5	2/3	-188	287	_[ta]gdać_
nazwać	tapsać	N	1.95	0.3	1	-4	2/3	-188	288	_[ta]psać_
nazwać	tazbać	N	2.3	0.65	0	-5	2/3	-188	264	_[ta]zbać_
nazwać	taćkać	N	1.85	0.2	3	-2	2/3	-188	245	_[ta]ćkać_
nazwać	tafnać	N	2.1	0.45	0	-5	2/3	-188	232	_[ta]fnać_
nazwać	taftać	N	1.95	0.3	1	-4	2/3	-188	221	_[ta]ftać_
nazwać	tadbać	N	1.95	0.3	1	-4	2/3	-188	274	_[ta]dbać_
nazwać	tazmać	N	2.2	0.55	0	-5	2/3	-188	233	_[ta]zmać_
nazwać	takmać	N	2.1	0.45	0	-5	2/3	-188	293	_[ta]kmać_
nazwać	tactać	N	1.9	0.25	2	-3	2/3	-188	264	_[ta]ctać_
nazwać	tazkać	N	1.95	0.3	1	-4	2/3	-188	219	_[ta]zkać_
nazwać	taśmać	N	1.95	0.3	1	-4	2/3	-188	238	_[ta]śmać_
nazwać	tanjać	N	1.95	0.3	1	-4	2/3	-188	290	_[ta]njać_
nazwać	tatzać	N	1.9	0.25	2	-3	2/3	-188	289	_[ta]tzać_
nazwać	tadwać	N	2.0	0.35	0	-5	2/3	-188	253	_[ta]dwać_
nazwać	tafcać	N	2.15	0.5	0	-5	2/3	-188	266	_[ta]fcać_
nazwać	tabsać	N	2.15	0.5	0	-5	2/3	-188	274	_[ta]bsać_
nazwać	takbać	N	2.1	0.45	0	-5	2/3	-188	294	_[ta]kbać_
nazwać	tabdać	N	2.0	0.35	0	-5	2/3	-188	290	_[ta]bdać_
nazwać	taśbać	N	2.5	0.85	0	-5	2/3	-188	284	_[ta]śbać_
oprzeć	uszpeć	N	2.4	0.85	2	-5	2/3	-3142	4002	_[u]szpeć_
oprzeć	uczżeć	N	2.5	0.95	0	-7	2/3	-3142	3989	_[u]czżeć_
oprzeć	uksleć	N	2.45	0.9	0	-7	2/3	-3142	3996	_[u]ksleć_
oprzeć	ukszeć	N	2.25	0.7	0	-7	2/3	-3142	3965	_[u]kszeć_
oprzeć	udrneć	N	2.4	0.85	1	-6	2/3	-3142	3996	_[u]drneć_
oprzeć	uchneć	N	2.3	0.75	0	-7	2/3	-3142	4045	_[u]chneć_
oprzeć	ucrzeć	N	1.75	0.2	5	-2	2/3	-3142	4004	_[u]crzeć_
oprzeć	uhrzeć	N	1.75	0.2	5	-2	2/3	-3142	4006	_[u]hrzeć_
oprzeć	udczeć	N	1.95	0.4	1	-6	2/3	-3142	3967	_[u]dczeć_
oprzeć	uckneć	N	2.65	1.1	0	-7	2/3	-3142	3992	_[u]ckneć_
oprzeć	udszeć	N	2.3	0.75	1	-6	2/3	-3142	3934	_[u]dszeć_
oprzeć	udźżeć	N	2.6	1.05	0	-7	2/3	-3142	3964	_[u]dźżeć_
oprzeć	ubrneć	N	2.4	0.85	0	-7	2/3	-3142	3929	_[u]brneć_
oprzeć	ustreć	N	2.0	0.45	0	-7	2/3	-3142	3872	_[u]streć_
oprzeć	uczceć	N	1.95	0.4	1	-6	2/3	-3142	3845	_[u]czceć_
oprzeć	ugrzeć	N	1.6	0.05	8	1	2/3	-3142	3939	_[u]grzeć_
oprzeć	uscheć	N	2.2	0.65	0	-7	2/3	-3142	3993	_[u]scheć_
oprzeć	uspleć	N	2.45	0.9	1	-6	2/3	-3142	4005	_[u]spleć_
oprzeć	upsjeć	N	2.65	1.1	0	-7	2/3	-3142	4001	_[u]psjeć_
oprzeć	ućczeć	N	2.0	0.45	0	-7	2/3	-3142	4006	_[u]ćczeć_
nadawać	narmnać	N	2.5	0.95	0	-7	2/3	-12	26	_narm[na]ć_
nadawać	najmnać	N	2.5	0.95	0	-7	2/3	-12	14	_najm[na]ć_
nadawać	nallnać	N	2.55	1.0	0	-7	2/3	-12	15	_nall[na]ć_
nadawać	najmcać	N	2.55	1.0	0	-7	2/3	-177	179	_najm[ca]ć_
nadawać	narncać	N	2.5	0.95	0	-7	2/3	-177	219	_narn[ca]ć_
nadawać	narłbać	N	2.5	0.95	1	-6	2/3	-244	292	_narł[ba]ć_
nadawać	narmcać	N	2.55	1.0	0	-7	2/3	-177	186	_narm[ca]ć_
nadawać	narmmać	N	2.7	1.15	0	-7	2/3	-163	172	_narm[ma]ć_
nadawać	nallbać	N	2.7	1.15	0	-7	2/3	-244	247	_nall[ba]ć_
nadawać	nallmać	N	2.7	1.15	0	-7	2/3	-163	166	_nall[ma]ć_
nadawać	narccać	N	2.5	0.95	0	-7	2/3	-177	179	_narc[ca]ć_
nadawać	narlsać	N	2.6	1.05	0	-7	2/3	-215	221	_narl[sa]ć_
nadawać	nałćcać	N	2.55	1.0	0	-7	2/3	-177	183	_nałć[ca]ć_
nadawać	najmżać	N	2.35	0.8	1	-6	2/3	-406	408	_najm[ża]ć_
nadawać	nalmtać	N	2.4	0.85	1	-6	2/3	292	294	_nalm[ta]ć_
nadawać	najlżać	N	2.3	0.75	1	-6	2/3	-406	408	_najl[ża]ć_
zachować	roślować	N	2.4	0.9	1	-7	2/3	-3354	7931	_[ro]ślować_
zachować	roćkować	N	2.0	0.5	1	-7	2/3	-3354	8859	_[ro]ćkować_
zachować	rożnować	N	2.55	1.05	0	-8	2/3	-3354	8416	_[ro]żnować_
zachować	ropkować	N	1.9	0.4	2	-6	2/3	-3354	8659	_[ro]pkować_
zachować	rozjować	N	2.0	0.5	0	-8	2/3	-3354	8808	_[ro]zjować_
zachować	rożlować	N	2.35	0.85	1	-7	2/3	-3354	8772	_[ro]żlować_
zachować	rokwować	N	2.4	0.9	1	-7	2/3	-3354	8625	_[ro]kwować_
zachować	rogrować	N	2.05	0.55	0	-8	2/3	-3354	7618	_[ro]grować_
zachować	romlować	N	2.1	0.6	1	-7	2/3	-3354	8749	_[ro]mlować_
zachować	rosmować	N	2.1	0.6	0	-8	2/3	-3354	8498	_[ro]smować_
zachować	rosfować	N	2.5	1.0	0	-8	2/3	-3354	8758	_[ro]sfować_
zachować	robdować	N	2.0	0.5	0	-8	2/3	-3354	8825	_[ro]bdować_
zachować	rotzować	N	2.15	0.65	1	-7	2/3	-3354	8876	_[ro]tzować_
zachować	rowtować	N	1.95	0.45	1	-7	2/3	-3354	8854	_[ro]wtować_
zachować	rodwować	N	2.3	0.8	0	-8	2/3	-3354	8506	_[ro]dwować_
zachować	roptować	N	1.9	0.4	2	-6	2/3	-3354	8353	_[ro]ptować_
zachować	rotsować	N	2.05	0.55	1	-7	2/3	-3354	8860	_[ro]tsować_
zachować	ronrować	N	2.1	0.6	0	-8	2/3	-3354	8876	_[ro]nrować_
zachować	rożbować	N	2.6	1.1	0	-8	2/3	-3354	8793	_[ro]żbować_
zachować	rotlować	N	1.95	0.45	2	-6	2/3	-3354	8471	_[ro]tlować_
obejrzeć	orujczeć	N	2.95	1.15	0	-3	2/3	-54	184	_or[uj]czeć_
obejrzeć	omelczeć	N	2.85	1.05	0	-3	2/3	246	575	_o[m]elczeć_
obejrzeć	omełczeć	N	2.95	1.15	0	-3	2/3	246	484	_o[m]ełczeć_
obejrzeć	omeńczeć	N	3.0	1.2	0	-3	2/3	246	539	_o[m]eńczeć_
obejrzeć	omujczeć	N	2.95	1.15	0	-3	2/3	246	388	_o[m]ujczeć_
obejrzeć	omyjczeć	N	3.0	1.2	0	-3	2/3	246	367	_o[m]yjczeć_
obejrzeć	oburczeć	N	2.2	0.4	3	0	2/3	248	468	_obu[rcz]eć_
obejrzeć	obunczeć	N	2.75	0.95	0	-3	2/3	-170	393	_ob[un]czeć_
obejrzeć	obynczeć	N	3.0	1.2	0	-3	2/3	-250	370	_o[by]nczeć_
obejrzeć	obyłczeć	N	3.0	1.2	0	-3	2/3	-250	546	_o[by]łczeć_
obejrzeć	obyńczeć	N	3.0	1.2	0	-3	2/3	-250	609	_o[by]ńczeć_
obejrzeć	orelczeć	N	3.0	1.2	0	-3	2/3	181	502	_or[el]czeć_
obejrzeć	oreńczeć	N	3.0	1.2	0	-3	2/3	224	466	_ore[ńcz]eć_
obejrzeć	orełczeć	N	2.95	1.15	0	-3	2/3	-165	411	_or[eł]czeć_
obejrzeć	oryjczeć	N	2.9	1.1	0	-3	2/3	216	358	_o[ry]jczeć_
obejrzeć	omumrzeć	N	2.75	0.95	1	-2	2/3	-483	774	_om[um]rzeć_
obejrzeć	omelszeć	N	3.0	1.2	0	-3	2/3	-475	965	_omel[sze]ć_
obejrzeć	omemszeć	N	3.45	1.65	0	-3	2/3	-475	1115	_omem[sze]ć_
obejrzeć	omemczeć	N	3.0	1.2	0	-3	2/3	-366	672	_om[em]czeć_
obejrzeć	omeńszeć	N	3.45	1.65	0	-3	2/3	-475	752	_omeń[sze]ć_
rosnąć	bofnąć	N	2.1	0.5	1	-5	2/3	357	1023	[_b]ofnąć_
rosnąć	botnąć	N	2.0	0.4	0	-6	2/3	357	908	[_b]otnąć_
rosnąć	bodnąć	N	1.95	0.35	1	-5	2/3	357	961	[_b]odnąć_
rosnąć	boznąć	N	2.0	0.4	0	-6	2/3	357	926	[_b]oznąć_
rosnąć	bożnąć	N	2.0	0.4	0	-6	2/3	357	766	[_b]ożnąć_
rosnąć	bośnąć	N	2.1	0.5	0	-6	2/3	357	757	[_b]ośnąć_
rosnąć	bopnąć	N	1.95	0.35	1	-5	2/3	357	848	[_b]opnąć_
rosnąć	bownąć	N	2.05	0.45	0	-6	2/3	357	815	[_b]ownąć_
rosnąć	boknąć	N	1.85	0.25	3	-3	2/3	357	1017	[_b]oknąć_
rosnąć	bognąć	N	2.0	0.4	0	-6	2/3	357	677	[_b]ognąć_
rosnąć	bohnąć	N	2.05	0.45	0	-6	2/3	357	1076	[_b]ohnąć_
rosnąć	bocnąć	N	2.0	0.4	0	-6	2/3	357	956	[_b]ocnąć_
rosnąć	bobnąć	N	2.0	0.4	0	-6	2/3	357	744	[_b]obnąć_
rosnąć	boźnąć	N	2.2	0.6	0	-6	2/3	357	898	[_b]oźnąć_
rosnąć	dofnąć	N	1.95	0.35	1	-5	2/3	-312	829	[_d]ofnąć_
rosnąć	dobnąć	N	1.95	0.35	1	-5	2/3	-312	550	[_d]obnąć_
rosnąć	downąć	N	2.0	0.4	0	-6	2/3	-312	621	[_d]ownąć_
rosnąć	dodnąć	N	2.0	0.4	0	-6	2/3	-312	767	[_d]odnąć_
rosnąć	doznąć	N	1.95	0.35	1	-5	2/3	-312	732	[_d]oznąć_
rosnąć	dożnąć	N	1.95	0.35	1	-5	2/3	-312	572	[_d]ożnąć_
zauważyć	naurccyć	N	2.95	1.25	0	-4	2/3	-2564	4867	_[na]urccyć_
zauważyć	naarżżyć	N	2.9	1.2	0	-4	2/3	-2564	2876	_[na]arżżyć_
zauważyć	naiążżyć	N	3.0	1.3	0	-4	2/3	-2564	2820	_[na]iążżyć_
zauważyć	naerzżyć	N	2.9	1.2	0	-4	2/3	-2564	2837	_[na]erzżyć_
zauważyć	zaonccyć	N	3.0	1.3	0	-4	2/3	2119	2211	_zaonc[cy]ć_
zauważyć	zaarłbyć	N	2.15	0.45	0	-4	2/3	3147	3429	_zaarł[by]ć_
zauważyć	zaałćcyć	N	3.55	1.85	0	-4	2/3	2119	2252	_zaałć[cy]ć_
zauważyć	zaanccyć	N	3.05	1.35	0	-4	2/3	2119	2259	_zaanc[cy]ć_
zauważyć	zaarmcyć	N	3.0	1.3	0	-4	2/3	2119	2260	_zaarm[cy]ć_
zauważyć	zaarmmyć	N	3.35	1.65	0	-4	2/3	2366	2507	_zaarm[my]ć_
zauważyć	zaajlbyć	N	3.95	2.25	0	-4	2/3	3147	3278	_zaajl[by]ć_
zauważyć	zaięćcyć	N	3.45	1.75	0	-4	2/3	2119	2194	_zaięć[cy]ć_
zauważyć	zaiórcyć	N	3.0	1.3	0	-4	2/3	2119	2244	_zaiór[cy]ć_
zauważyć	zaiąłbyć	N	2.6	0.9	0	-4	2/3	3147	3310	_zaiął[by]ć_
zauważyć	zaiółcyć	N	3.6	1.9	0	-4	2/3	2119	2226	_zaiół[cy]ć_
zauważyć	zaenccyć	N	3.25	1.55	0	-4	2/3	2119	2218	_zaenc[cy]ć_
zauważyć	zaerccyć	N	3.0	1.3	0	-4	2/3	2119	2209	_zaerc[cy]ć_
zauważyć	zaęłybyć	N	2.95	1.25	0	-4	2/3	3147	3801	_zaęły[by]ć_
zauważyć	zaęłabyć	N	2.85	1.15	0	-4	2/3	3147	4027	_zaęła[by]ć_
zauważyć	zaęłobyć	N	2.9	1.2	0	-4	2/3	3147	3723	_zaęło[by]ć_
chronić	wzrocić	N	2.0	0.5	0	-8	2/3	-945	1362	_wzro[c]ić_
chronić	chlocić	N	2.75	1.25	0	-8	2/3	-945	1307	_chlo[c]ić_
chronić	zgnocić	N	1.95	0.45	1	-7	2/3	-945	1345	_zgno[c]ić_
chronić	wszocić	N	2.6	1.1	0	-8	2/3	-945	1325	_wszo[c]ić_
chronić	sprocić	N	1.85	0.35	3	-5	2/3	-945	1294	_spro[c]ić_
chronić	zwlocić	N	2.5	1.0	0	-8	2/3	-945	1401	_zwlo[c]ić_
chronić	wzmocić	N	2.1	0.6	1	-7	2/3	-945	1368	_wzmo[c]ić_
chronić	zmrocić	N	1.95	0.45	1	-7	2/3	-945	1394	_zmro[c]ić_
chronić	strocić	N	1.75	0.25	5	-3	2/3	-945	1655	_stro[c]ić_
chronić	szmocić	N	1.95	0.45	1	-7	2/3	-945	1338	_szmo[c]ić_
chronić	mstocić	N	2.8	1.3	0	-8	2/3	-945	1418	_msto[c]ić_
chronić	czwocić	N	2.65	1.15	0	-8	2/3	-945	1401	_czwo[c]ić_
chronić	spłocić	N	1.75	0.25	5	-3	2/3	-945	1243	_spło[c]ić_
chronić	szkocić	N	1.9	0.4	2	-6	2/3	-945	1317	_szko[c]ić_
chronić	sztocić	N	2.35	0.85	0	-8	2/3	-945	1311	_szto[c]ić_
chronić	chwocić	N	2.25	0.75	1	-7	2/3	-945	1278	_chwo[c]ić_
chronić	wrzocić	N	2.25	0.75	1	-7	2/3	-945	1271	_wrzo[c]ić_
chronić	wkrocić	N	1.85	0.35	3	-5	2/3	-945	1332	_wkro[c]ić_
chronić	plwocić	N	2.5	1.0	1	-7	2/3	-945	1421	_plwo[c]ić_
chronić	zgrocić	N	1.95	0.45	1	-7	2/3	-945	1296	_zgro[c]ić_
wspierać	zgniemać	N	2.55	1.0	0	-7	2/3	-121	172	_zgnie[ma]ć_
wspierać	ździemać	N	2.65	1.1	0	-7	2/3	-121	230	_ździe[ma]ć_
wspierać	gdziemać	N	2.6	1.05	0	-7	2/3	-121	243	_gdzie[ma]ć_
wspierać	wgniemać	N	2.7	1.15	0	-7	2/3	-121	229	_wgnie[ma]ć_
wspierać	szkiemać	N	3.0	1.45	0	-7	2/3	-121	218	_szkie[ma]ć_
wspierać	chciemać	N	2.95	1.4	0	-7	2/3	-121	181	_chcie[ma]ć_
wspierać	chwiemać	N	2.9	1.35	0	-7	2/3	-121	250	_chwie[ma]ć_
wspierać	rzniemać	N	2.8	1.25	0	-7	2/3	-121	241	_rznie[ma]ć_
wspierać	wzniemać	N	2.45	0.9	1	-6	2/3	-121	187	_wznie[ma]ć_
wspierać	chmiemać	N	2.95	1.4	0	-7	2/3	-121	191	_chmie[ma]ć_
wspierać	tkwiemać	N	2.95	1.4	0	-7	2/3	-121	225	_tkwie[ma]ć_
wspierać	tkniemać	N	2.9	1.35	0	-7	2/3	-121	222	_tknie[ma]ć_
wspierać	zmniemać	N	2.6	1.05	1	-6	2/3	-121	241	_zmnie[ma]ć_
wspierać	brniemać	N	2.9	1.35	0	-7	2/3	-121	221	_brnie[ma]ć_
wspierać	drwiemać	N	2.9	1.35	0	-7	2/3	-121	187	_drwie[ma]ć_
wspierać	stwiemać	N	2.95	1.4	0	-7	2/3	-121	206	_stwie[ma]ć_
wspierać	skwiemać	N	2.95	1.4	0	-7	2/3	-121	185	_skwie[ma]ć_
wspierać	mgniemać	N	2.6	1.05	1	-6	2/3	-121	241	_mgnie[ma]ć_
wspierać	wdziemać	N	1.9	0.35	2	-5	2/3	-121	185	_wdzie[ma]ć_
wspierać	klniemać	N	2.9	1.35	0	-7	2/3	-121	243	_klnie[ma]ć_
opierać	ociapać	N	2.15	0.95	1	-13	2/3	-2842	10248	_o[c]iapać_
opierać	ociazać	N	2.4	1.2	0	-14	2/3	-3507	10995	_ocia[z]ać_
opierać	ociażać	N	2.25	1.05	0	-14	2/3	-3166	10489	_ocia[ż]ać_
opierać	ociagać	N	1.95	0.75	1	-13	2/3	-2842	9157	_o[c]iagać_
opierać	ociasać	N	2.1	0.9	1	-13	2/3	-2842	8840	_o[c]iasać_
opierać	ociatać	N	1.95	0.75	1	-13	2/3	-2842	7731	_o[c]iatać_
opierać	ociajać	N	2.1	0.9	0	-14	2/3	-2842	9067	_o[c]iajać_
opierać	ociakać	N	1.95	0.75	1	-13	2/3	-2842	10563	_o[c]iakać_
opierać	ocialać	N	1.95	0.75	1	-13	2/3	-2842	8098	_o[c]ialać_
opierać	ociabać	N	2.55	1.35	0	-14	2/3	-2842	10391	_o[c]iabać_
opierać	ociadać	N	1.95	0.75	1	-13	2/3	-2842	9412	_o[c]iadać_
opierać	ociamać	N	2.3	1.1	0	-14	2/3	3877	11313	_ocia[m]ać_
opierać	odiapać	N	1.95	0.75	1	-13	2/3	-3811	11667	_o[d]iapać_
opierać	odiazać	N	2.0	0.8	0	-14	2/3	-3811	12414	_o[d]iazać_
opierać	odiażać	N	1.9	0.7	2	-12	2/3	-3811	11908	_o[d]iażać_
opierać	odiagać	N	2.0	0.8	0	-14	2/3	-3811	10576	_o[d]iagać_
opierać	odiasać	N	1.95	0.75	1	-13	2/3	-3811	10259	_o[d]iasać_
opierać	odiatać	N	1.9	0.7	2	-12	2/3	-3811	9150	_o[d]iatać_
opierać	odiajać	N	1.95	0.75	1	-13	2/3	-3811	10486	_o[d]iajać_
opierać	odiakać	N	2.0	0.8	0	-14	2/3	-3811	11982	_o[d]iakać_
pobrać	wogdać	N	2.0	0.55	0	-9	2/3	-1141	2491	_[wo]gdać_
pobrać	wocnać	N	2.0	0.55	0	-9	2/3	-1141	2378	_[wo]cnać_
pobrać	wopsać	N	1.9	0.45	2	-7	2/3	-1141	2340	_[wo]psać_
pobrać	wozbać	N	2.0	0.55	0	-9	2/3	-1141	2468	_[wo]zbać_
pobrać	wozwać	N	1.8	0.35	4	-5	2/3	-1141	2416	_[wo]zwać_
